item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,en_context
1548,es,geology,noun,g______,geología,Desde pequeño a Pedro le ha gustado la geología y tiene muchas muestras de minerales en su habitación.,2.732472352,"Since he was little, Pedro has liked geology and has many mineral samples in his room."
1549,es,hook,noun,h___,gancho,Hay un gancho en la pared para que cuelgues el abrigo.,-0.069209107,There is a hook on the wall for you to hang your coat.
1550,es,monarch,noun,m______,soberana,La soberana más longeva de Europa es la Reina de Inglaterra.,-1.257504855,The oldest sovereign in Europe is the Queen of England.
1551,es,comprise,verb,c_______,constar,Este tipo de acuerdo suele constar de tres partes.,-4.294771203,This type of agreement usually consists of three parts.
1552,es,tank,noun,t___,depósito,El depósito almacena agua para la ciudad.,-0.303455463,The tank stores water for the city.
1553,es,photography,noun,p__________,fotografía,La fotografía se ha vuelto muy accesible con el uso de los móviles.,1.003013668,Photography has become very accessible with the use of mobile phones.
1554,es,paste,noun,p____,masa,"Cuando se mezcla con agua, el polvo se convierte en una masa homogénea.",-1.854744163,"When mixed with water, the powder turns into a homogeneous mass."
1555,es,statement,noun,s________,declaración,"Según la declaración del testigo, el sospechoso estaba en el trabajo.",-0.912972109,"According to the witness statement, the suspect was at work."
1556,es,type,noun,t___,tipo,El tipo de moneda se muestra en la factura.,1.223463974,The currency type is shown on the invoice.
1557,es,entire,adjective,e_____,completa,Mi madre me regaló su colección completa de cucharas de plata.,-0.177940205,My mother gave me her entire collection of silver spoons.
1558,es,minister,noun,m_______,ministro,Los ministros se presentarron ante el presidente en la mañana del lunes,1.474524007,The ministers appeared before the president on Monday morning
1559,es,material,noun,m_______,tela,La tela de tu vestido es muy original.,-1.068086005,The fabric of your dress is very original.
1560,es,bounce,verb,b_____,botar,La pelota ha de botar primero y después entrar en el aro.,-0.551565819,The ball must bounce first and then enter the hoop.
1561,es,shop,noun,s___,tienda,Mi abuela abrió una tienda de comestibles en los años sesenta.,1.002862608,My grandmother opened a grocery store in the sixties.
1562,es,meet,verb,m___,conocer,"Acabo de conocer a Santi, es un chico estupendo.",2.457186649,"I just met Santi, he's a great guy."
1563,es,little,adverb,l_____,poco,Estoy un poco molesto por lo que me ha dicho.,1.299130871,I'm a little upset by what he told me.
1564,es,dance,verb,d____,bailar,Me encanta bailar y voy a clases de ballet todas las semanas.,5.143117795,I love to dance and I go to ballet classes every week.
1565,es,texture,noun,t______,estructura,Me encanta la estructura tan suave del terciopelo.,-1.339082196,I love the soft structure of velvet.
1566,es,elevation,noun,e________,alzado,El alzado más grande de la región se ve desde bastante lejos.,-1.508269148,The largest elevation in the region can be seen from quite a distance.
1567,es,domestic,adjective,d_______,interno,El mercado interno es también muy importante para nosotros.,-1.731247128,The domestic market is also very important for us.
1568,es,useless,adjective,u______,inútil,Una máquina defectuosa es inútil.,-0.268577821,A defective machine is useless.
1569,es,forgotten,adjective,f________,olvidada,Esta su primera novela está bastante olvidada pero es muy buena.,0.790010328,This his first novel is quite forgotten but it is very good.
1570,es,consecutive,adjective,c__________,consecutivo,Para poder adelgazar debes ir al gimnasio durante 30 días consecutivos,1.190805672,In order to lose weight you must go to the gym for 30 consecutive days
1571,es,steal,verb,s____,robar,"Si te veo robar otra vez, voy a llamar a la policía.",0.717179837,"If I see you stealing again, I'm going to call the police."
1572,es,tractor,noun,t______,remolcador,Se veía a lo lejos un granjero conduciendo un remolcador.,-2.063475063,A farmer could be seen driving a tugboat in the distance.
1573,es,lazy,adjective,l___,vago,Mi hijo es un poco vago pero en general es buen estudiante.,1.049500672,My son is a little lazy but overall he is a good student.
1574,es,processor,noun,p________,procesador,Mi madre quiere comprar un procesador alimentos para que cocinar no sea tanto trabajo.,-0.373232623,My mother wants to buy a food processor so that cooking won't be so much work.
1575,es,bus,noun,b__,autocar,El autocar llevó el equipo al estadio para la final.,2.125962466,The coach took the team to the stadium for the final.
1576,es,negative,adjective,n_______,adversa,La experiencia fue más positiva que adversa.,0.116960923,The experience was more positive than adverse.
1577,es,unfocused,adjective,u________,desenfocada,Tenía la mirada algo desenfocada.,-0.152220482,His gaze was somewhat unfocused.
1578,es,coast,noun,c____,costa,Hawai esta localizado en la costa pacífica de los Estados Unidos,2.396382015,Hawaii is located on the Pacific coast of the United States.
1579,es,portfolio,noun,p________,cartera,La empresa ha ampliado su cartera de inversiones.,-1.225820034,The company has expanded its investment portfolio.
1580,es,instructional,adjective,i____________,explicativo,El manual explicativo es muy fácil de seguir.,-2.927535235,The explanatory manual is very easy to follow.
1581,es,oral,adjective,o___,oral,"Mañana tengo un examen de francés, el escrito por la mañana y la parte hablada por la tarde.",2.653286611,"Tomorrow I have a French exam, the written part in the morning and the spoken part in the afternoon."
1582,es,microbiologist,noun,m_____________,microbiólogo,Sandra es una microbiólga estudia las distintas causas de la propagación de las bacterias,0.265413278,Sandra is a microbiologist who studies the different causes of the spread of bacteria.
1583,es,increasing,adjective,i_________,creciente,Hay una demanda creciente de nuestros productos.,0.484642948,There is a growing demand for our products.
1584,es,kidnap,verb,k_____,secuestrar,Los ladrones han amenazado con secuestrar al director del banco.,1.049227683,The robbers have threatened to kidnap the bank director.
1585,es,autumn,noun,a_____,otoño,El otoño es mi estación del año preferida.,0.646428064,Autumn is my favorite season of the year.
1586,es,congratulations,noun,c______________,felicidades,¡Felicidades por tu aniversario de boda!,2.076433601,Congratulations on your wedding anniversary!
1587,es,balloon,noun,b______,globo,Le compré un globo muy bonito a mi nieta cuando fuimos al parque.,0.851462065,I bought my granddaughter a very nice balloon when we went to the park.
1588,es,auto,noun,a___,coche,Mi padre tiene un auto de los años 1930.,1.825255356,My father has a car from the 1930s.
1589,es,mythology,noun,m________,mitología,Muchos superhéroes como Thor se basan en la mitología nórdica,-1.072427047,Many superheroes like Thor are based on Norse mythology
1590,es,shaft,noun,s____,astil,El astil de un martillo suele ser de madera.,-3.779655631,The shaft of a hammer is usually made of wood.
1591,es,conversation,noun,c___________,diálogo,Mantuvimos un diálogo largo y al final llegamos a un acuerdo.,1.150920491,We had a long dialogue and in the end we reached an agreement.
1592,es,territory,noun,t________,tierra nacional,No permiten que entren tropas de la ONU en su tierra nacional.,0.168790694,They do not allow UN troops to enter their national land.
1593,es,contraction,noun,c__________,reducción,La reducción repentina del mercado les causó muchos problemas.,-3.385466973,The sudden reduction in the market caused them a lot of problems.
1594,es,protocol,noun,p_______,etiqueta,Los asistentes a la ceremonia deben seguir la etiqueta descrita en este documento.,-0.885908788,Ceremony attendees must follow the etiquette outlined in this document.
1595,es,observatory,noun,o__________,mirador,Pudieron ver las estrellas perfectamente desde el mirador del colegio.,-1.065408761,They were able to see the stars perfectly from the school's viewpoint.
1596,es,title,noun,t____,nombre,¿Cuál es el nombre de su nuevo libro?,1.635015076,What is the name of your new book?
1597,es,technically,adverb,t__________,técnicamente,"Técnicamente, los dos países siguen en guerra.",0.644535123,"Technically, the two countries are still at war."
1598,es,prevail,verb,p______,imperar,Hay que tener fe en que la justicia va a imperar.,-1.858206921,You have to have faith that justice will prevail.
1599,es,sandwich,noun,s_______,bocadillo,Voy a pedir un bocadillo de jamón y queso.,1.362213945,I'm going to order a ham and cheese sandwich.
1600,es,leap,verb,l___,salto,La rana pegó un gran salto por encima del seto.,-1.026079863,The frog took a big leap over the hedge.
1601,es,retreat,verb,r______,retirarse,"Cuando el ejército perdió la batalla, los soldados no dudaron en retirarse.",-2.28075913,"When the army lost the battle, the soldiers did not hesitate to retreat."
1602,es,idea,noun,i___,noción,La noción de la felicidad es subjetiva y personal.,0.628822934,The notion of happiness is subjective and personal.
1603,es,stated,adjective,s_____,expuesta,"Me remito a mi declaración, ya expuesta desde ayer, sobre este caso.",-2.799937348,"I refer to my statement, already presented yesterday, on this case."
1604,es,opening,noun,o______,abertura,Hay una abertura en la valla que tendremos que reparar.,-0.508215273,There is a gap in the fence that we will have to repair.
1605,es,proudly,adverb,p______,orgullosamente,"Dijo, muy orgullosamente, que su hija había entrado en la empresa.",1.183392753,"He said, very proudly, that his daughter had joined the company."
1606,es,panoramic,adjective,p________,panorámico,El efecto panorámico de la camara de mi celular no está funcionando bien,2.31519715,The panoramic effect of my cell phone camera is not working well
1607,es,resolved,adjective,r_______,solucionado,Ese problema está solucionado desde hace tiempo.,0.514479633,That problem has been solved for a long time.
1608,es,federation,noun,f_________,federación,La federación de conumidores del país ayuda al buen desarrollo de los procesos de venta y consumo.,3.214776845,The country's consumer federation helps the proper development of the sales and consumption processes.
1609,es,helicopter,noun,h_________,helicóptero,Hicimos una excursión en helicóptero por todo Nueva York.,2.817515927,We took a helicopter tour all over New York.
1610,es,thrill,verb,t_____,emocionar,El cantante va a  emocionar al público con su actuación.,-1.643379438,The singer is going to thrill the public with his performance.
1611,es,whisper,noun,w______,susurro,Su voz no era más que un susurro.,0.247799591,His voice was nothing more than a whisper.
1612,es,mature,adjective,m_____,adulta,"Ya tendrías que comportarte de una forma adulta, tienes dieciocho años.",0.133767766,"You should behave in an adult way, you are eighteen years old."
1613,es,preposition,noun,p__________,preposición,"A', 'hacia', 'dentro de' y 'antes' son todas un ejemplo de preposiciones de lugar, tiempo, posición etc.",2.821679682,"To', 'towards', 'within' and 'before' are all examples of prepositions of place, time, position etc."
1614,es,playroom,noun,p_______,cuarto de juegos,Quiero una casa que tenga un cuarto de juegos para los niños.,1.587281428,I want a house that has a playroom for the children.
1615,es,point,noun,p____,argumento,Coincido contigo referente a algún argumento que has explicado hoy.,-1.156101477,I agree with you regarding some argument you have explained today.
1616,es,offend,verb,o_____,injuriar,Un entrevistador de televisión debe tener cuidado de no injuriar a nadie.,-1.211620689,A television interviewer must be careful not to insult anyone.
1617,es,delicious,adjective,d________,exquisito,Este pescado está exquisito.  Tiene un sabor maravilloso.,1.343690507,This fish is exquisite.  It has a wonderful flavor.
1618,es,cultivate,verb,c________,cultivar,En la granja cultivamos nuestro propio alimento,0.631295349,On the farm we grow our own food
1619,es,browser,noun,b______,buscador,Este buscador no funciona bien con este ordenador.,-0.639910618,This search engine does not work well with this computer.
1620,es,waste,verb,w____,desperdiciar,La gente no debe desperdiciar los recursos naturales.,1.550128565,People should not waste natural resources.
1621,es,salvation,noun,s________,redención,La iglesia del medievo creía en la redención a través de la oración y las buenas obras.,-1.778799754,The medieval church believed in redemption through prayer and good works.
1622,es,developed,adjective,d________,desarrollado,En el mundo desarrollado habría que disminuir la cantidad de papel que se usa.,0.879628233,In the developed world the amount of paper used should be reduced.
1623,es,legitimacy,noun,l_________,autenticidad,La autenticidad de su argumento fue observada por todos como dudosa,-2.939089463,The authenticity of his argument was noted by all as doubtful.
1624,es,treat,noun,t____,regalo,Llevamos a los niños al zoo el otro día como regalo.,-1.441345973,We took the kids to the zoo the other day as a treat.
1625,es,joint,noun,j____,articulación,El tobillo es la articulación que une el pie con la pierna.,0.384400279,The ankle is the joint that connects the foot to the leg.
1626,es,plane,noun,p____,avión,Vamos a coger un avión para ir a las islas.,2.310543128,We are going to take a plane to go to the islands.
1627,es,forbid,verb,f_____,prohibir,No se puede prohibir la entrada al club simplemente por capricho.,0.618775828,You cannot ban entry to the club simply on a whim.
1628,es,logistic,adjective,l_______,estratégico,"Se trata de un problema político de tipo estratégico, más que nada.",-2.685362567,"This is a strategic political problem, more than anything."
1629,es,detectable,adjective,d_________,perceptible,Menos mal que la enfermedad es perceptible a través de esta prueba.,-1.838755872,Luckily the disease is detectable through this test.
1630,es,playback,noun,p_______,reproducción,Oímos la reproducción de la música que ya habían grabado la semana anterior.,-2.794303431,We heard the music they had already recorded the previous week playing.
1631,es,moving,adjective,m_____,conmovedor,El poema que dedicó a mi padre es muy conmovedor.,-0.367472519,The poem he dedicated to my father is very moving.
1632,es,invasion,noun,i_______,ocupación,La ocupación de Polonia por los alemanes fue lo que desencadenó las segunda guerra mindial.,0.347949314,The occupation of Poland by the Germans was what triggered the Second World War.
1633,es,spite,preposition,s____,pesar,"A pesar de lo que dice, le gusta su trabajo.",-0.827513785,"Despite what he says, he likes his job."
1634,es,neuroscientist,noun,n_____________,neurocientífico,Dr Piñeiro es un neurocientífico encargado de la investigación del cerebro de las mujeres despues de los 40 años,-0.293883148,Dr Piñeiro is a neuroscientist in charge of researching the brains of women after 40 years of age.
1635,es,dynamic,adjective,d______,dinámico,Necesitamos personas dinámicas que se encarguen de promocionar el producto.,-0.495315703,We need dynamic people who are in charge of promoting the product.
1636,es,wake,noun,w___,velatorio,El velatorio tuvo lugar antes del entierro.,-2.01335959,The wake took place before the funeral.
1637,es,illusion,noun,i_______,apariencia,Ya no es capaz de distinguir entre la verdad y la apariencia.,-2.324165935,He is no longer able to distinguish between truth and appearance.
1638,es,level,noun,l____,nivel,Tiene un nivel muy bajo de alemán.,3.543157751,He has a very low level of German.
1639,es,form,verb,f___,crear,Mi madre me ayudó a crear mi propia empresa.,-2.122022458,My mother helped me create my own company.
1640,es,off,preposition,o__,fuera,"Hay que mantenerse fuera del césped, no lo piséis.",-4.11828895,"You have to stay off the grass, don't step on it."
1641,es,file,verb,f___,archivar,Hay que archivar el documento en cuanto lo recibas.,0.906627977,You must file the document as soon as you receive it.
1642,es,bike,noun,b___,bicicleta,"¡Préstame tu bicicleta, por favor!",2.000927219,"Lend me your bike, please!"
1643,es,way,noun,w__,forma,Mi origen étnico influye en mi forma de cocinar.,2.401659683,My ethnicity influences my way of cooking.
1644,es,demon,noun,d____,diablo,la pelicula se trataba de una niña que hablaba con un diablo,-3.041896359,The movie was about a girl who talked to a devil.
1645,es,israeli,adjective,i______,israelí,Vive en un asentamiento israelí cerca a la frontera con Palestina,0.314977369,He lives in an Israeli settlement near the border with Palestine.
1646,es,inefficient,adjective,i__________,ineficiente,Este gobierno es tan ineficiente que va a dejar la economía hecha una pena.,-0.389747016,This government is so inefficient that it is going to make the economy miserable.
1647,es,overheated,adjective,o_________,sobrecalentado,No es sano dormir en un dormitorio sobrecalentado.,0.249603274,It is not healthy to sleep in an overheated bedroom.
1648,es,six,number,s__,seis,Mi sobrino tiene seis años.,3.933622487,My nephew is six years old.
1649,es,functional,adjective,f_________,práctica,La oficina es grande y práctica pero no muy bonita.,-0.954786033,The office is large and practical but not very pretty.
1650,es,condition,noun,c________,estado,No compraremos el coche al final.  Está en un estado lamentable.,-0.181260892,We won't buy the car in the end.  It is in a sorry state.
1651,es,scale,noun,s____,magnitud,Ahora entiendo la magnitud del problema,-3.15744256,Now I understand the magnitude of the problem
1652,es,wasted,adjective,w_____,desperdiciado,El talento que tiene está desperdiciado en el puesto que ocupa.,0.887739321,The talent he has is wasted in the position he occupies.
1653,es,rug,noun,r__,alfombra,Hay una alfombra muy bonito en el salón.,-0.601818499,There is a very nice rug in the living room.
1654,es,bind,verb,b___,atar,Los ladrones intentaron atarle las manos con cuerda.,-1.79930637,The thieves tried to tie his hands with rope.
1655,es,comedian,noun,c_______,humorista,"La vida del humorista es dura ya que hay que divertir al público siempre, cosa bastante difícil.",-0.250744673,"The life of a comedian is hard since you always have to entertain the audience, which is quite difficult."
1656,es,eyeball,noun,e______,globo ocular,El globo ocular es un órgano muy complejo que nos permite ver.,-0.466462979,The eyeball is a very complex organ that allows us to see.
1657,es,folder,noun,f_____,carpeta,Me dejé la carpeta en el autobús.,1.039330875,I left the folder on the bus.
1658,es,japanese,noun,j_______,japonés,El japonés Akira Toriyama es mas conocido por ser el creador de Dragon Ball,1.178181399,The Japanese Akira Toriyama is best known for being the creator of Dragon Ball
1659,es,screw,verb,s____,atornillar,Tendrás que atornillar el estante a la pared,-0.355989446,You will have to screw the shelf to the wall
1660,es,shout,verb,s____,gritar,"No es necesario gritar, te oigo perfectamente.",0.696374511,"No need to shout, I hear you perfectly."
1661,es,gravity,noun,g______,gravedad,Isaac Newton es mundialmente conocido por sus estudios acerca de la gravedad y sus efectos en los cuerpos,2.481744153,Isaac Newton is known worldwide for his studies on gravity and its effects on bodies.
1662,es,attraction,noun,a_________,atraccion,La atracción de los cuerpos se debe a la fuerza de gravedad,0.823886279,The attraction of bodies is due to the force of gravity
1663,es,officer,noun,o______,oficial,Ella es oficial de la policía y ha sido condecorada varias veces por su buen desempeño,-0.091062982,She is a police officer and has been decorated several times for her good performance.
1664,es,support,noun,s______,apoyo,Muchas gracias por tu apoyo durante todo esto.,1.337896022,Thank you very much for your support during all of this.
1665,es,pot,noun,p__,olla,El agua de la olla ya está hirviendo.,0.055269672,The water in the pot is already boiling.
1666,es,soup,noun,s___,sopa,La sopa de pollo en este restaurante es muy buena.,2.785830151,The chicken soup at this restaurant is very good.
1667,es,hazard,noun,h_____,riesgo,Los niveles de contaminación constituyen un riesgo para la salud.,-1.288963703,The pollution levels constitute a health risk.
1668,es,concession,noun,c_________,otorgamiento (no: compromise),El otorgamiento de las becas estimulará la investigación sin duda.,-2.478470301,The granting of scholarships will undoubtedly stimulate research.
1669,es,infrastructure,noun,i_____________,infraestructura,Es importante establecer y mejorar la infraestructura de la compañía antes que nada.,-0.233624249,It is important to establish and improve the company's infrastructure before anything else.
1670,es,salt,noun,s___,sal,"No eches tanta sal a la comida, es malo para la salud.",2.798383714,"Don't add so much salt to your food, it's bad for your health."
1671,es,musically,adverb,m________,armónicamente,Usa su voz armonicamente cuando tiene que hablar en público,-2.506644781,Use your voice harmoniously when you have to speak in public
1672,es,reaction,noun,r_______,respuesta,La respuesta de los vecinos a las noticias fue muy negativa.,-3.89719622,The response from neighbors to the news was very negative.
1673,es,chef,noun,c___,jefe de cocina (no: cook),Me gustaría trabajar en el Hotel Palace como jefe de cocina.,1.776545335,I would like to work at the Palace Hotel as head chef.
1674,es,offer,verb,o____,proponer,No creo que necesiten nada pero creo que debo proponer echarles una mano.,-0.489458745,I don't think they need anything but I think I should suggest giving them a hand.
1675,es,shocking,adjective,s_______,escandaloso,El comportamiento de su hijo ha sido bastante escandaloso.,-3.208297055,Your son's behavior has been quite scandalous.
1676,es,basis,noun,b____,fundamento,Dicen que el fundamento del socialismo es la igualdad.,-0.65758986,They say that the foundation of socialism is equality.
1677,es,mount,verb,m____,incrementar,La tensión empezó a incrementar hasta que al final hubo violencia.,-2.697404041,The tension began to increase until in the end there was violence.
1678,es,underwear,noun,u________,ropa interior,Venden ropa interior italiana aquí.,1.246390139,They sell Italian underwear here.
1679,es,polished,adjective,p_______,pulida,La piedra pulida tiene una superficie muy suave.,-0.736200391,Polished stone has a very smooth surface.
1680,es,resident,noun,r_______,vecino,Soy vecino de Madrid desde hace cuarenta años.,0.167948605,I have been a resident of Madrid for forty years.
1681,es,fun,noun,f__,diversión,"Toco el piano por diversión, no de forma profesional.",2.615181808,"I play the piano for fun, not professionally."
1682,es,departure,noun,d________,salida,¿A qué hora es la salida del tren?,1.592979499,What time is the train departure?
1683,es,resignation,noun,r__________,dimisión,Muchos de sus adversarios pidieron su dimisión.,-1.34123992,Many of his opponents called for his resignation.
1684,es,allergy,noun,a______,alergia,Las alergias han aumentado en los ultimos años debido a la contaminación.,0.241045554,Allergies have increased in recent years due to pollution.
1685,es,sibling,noun,s______,hermano,Sólo tengo un hermano y es mucho más pequeño que yo.,0.398052477,I only have one brother and he is much smaller than me.
1686,es,diesel,noun,d_____,gasolina,"El carro enciende con gasolina, la verdad es que contamina mucho.",1.043145115,"The car runs on gasoline, the truth is that it pollutes a lot."
1687,es,silenced,adjective,s_______,acallada,La noticia estuvo completamente acallada durante unos días.,-0.289470101,The news was completely silenced for a few days.
1688,es,signal,verb,s_____,señalar,Encendió su linterna para señalar que estaba preparado.,-0.142952691,He turned on his flashlight to signal that he was ready.
1689,es,used,adjective,u___,utilizada,"Esta toalla está ya utlizada, dame una limpia por favor.",1.806224853,"This towel is already used, give me a clean one please."
1690,es,suggestion,noun,s_________,sugerencia,"Si tienes alguna sugerencia, por favor dímelo.",1.332769839,"If you have any suggestions, please tell me."
1691,es,industry,noun,i_______,industria,La industria de automoviles sufrió una caída muy grande en Europa en los años setente y ochenta.,2.887039561,The automobile industry suffered a huge decline in Europe in the 1970s and 1980s.
1692,es,inspector,noun,i________,revisor,El revisor pasó por todo el tren inspeccionando los billetes.,0.388591049,The conductor went through the entire train inspecting the tickets.
1693,es,fleet,noun,f____,flota,La flota está amarrada en el puerto.,-1.438109272,The fleet is moored in the port.
1694,es,same,determiner,s___,lo mismo,Las gemelas siempre visten lo mismo.,2.531458505,The twins always dress the same.
1695,es,cancer,noun,c_____,cáncer,El cáncer es una enfermedad que se da debido a tumores en el cuerpo,3.377026756,Cancer is a disease that occurs due to tumors in the body
1696,es,compel,verb,c_____,obligar,Nos quieren obligar a pagar tres meses por adelantado.,-2.6245247,They want to force us to pay three months in advance.
1697,es,superintendent,noun,s_____________,supervisor,Es supervisor de los parques del centro de la ciudad.,-2.712772916,He is a supervisor of the city's downtown parks.
1698,es,song,noun,s___,canción,Esta canción me recuerda a mi juventud.,2.5621875,This song reminds me of my youth.
1699,es,currency,noun,c_______,moneda,"El tipo de moneda se muestra en la factura, en este caso euros.",0.105736863,"The type of currency is shown on the invoice, in this case euros."
1700,es,default,noun,d______,defecto,El ordenador siempre se abre en la página web de la empresa por defecto.,-0.543521365,The computer always opens to the company website by default.
1701,es,cap,noun,c__,gorra,Necesito una gorra con visera ya que hace mucho sol hoy.,1.204077379,I need a cap with a visor since it is very sunny today.
1702,es,impulsive,adjective,i________,irreflexivo,Tiene un carácter muy irreflexivo y actúa siempre antes de pensar.,-1.999359304,He has a very thoughtless character and always acts before thinking.
1703,es,pony,noun,p___,caballo pequeño,Mi nieta monta un caballo pequeño todos los sábados.,2.801058047,My granddaughter rides a small horse every Saturday.
1704,es,machinery,noun,m________,maquinaria,Hay que engrasar toda la maquimaria mensualmente,0.339096338,All machinery must be greased monthly.
1705,es,hispanic,adjective,h_______,hispánico,Sergio tiene alguna conexión con México por lo que se le considera de origen hispánico.,2.46475956,"Sergio has some connection with Mexico, which is why he is considered to be of Hispanic origin."
1706,es,confusing,adjective,c________,desconcertante,El argumento de la novela es muy desconcertante ya que tiene demasiados personajes.,-1.34939523,The plot of the novel is very puzzling as it has too many characters.
1707,es,variant,noun,v______,versión,Este juego es una versión del béisbol.,-4.640164219,This game is a version of baseball.
1708,es,last,number,l___,último,"El último que salga, que apague la luz.",2.749808403,"The last one to leave, turn off the light."
1709,es,sleepwalker,noun,s__________,sonámbulo,Algunas personas creen que no hay que despertar a un sonámbulo.,-1.553026172,Some people believe that you should not wake up a sleepwalker.
1710,es,copper,noun,c_____,cobre,Ese jarrón es de cobre.,-0.721663736,That vase is copper.
1711,es,estimate,verb,e_______,calcular más o menos,Habrá que calcular más o menos lo que nos va a costar.,-1.30512893,We will have to calculate more or less what it is going to cost us.
1712,es,legendary,adjective,l________,legendario,La Odisea de Homero es una obra legendaria en la historia de la literatura universal,2.817199832,Homer's Odyssey is a legendary work in the history of universal literature.
1713,es,now,adverb,n__,ahora,Ahora te voy a contar lo que me pasó la semana pasada.,3.588878554,Now I'm going to tell you what happened to me last week.
1714,es,transcendent,adjective,t___________,que va más allá,Es un escritor que va más allá y a que todo el mundo admira mucho.,-3.901327814,He is a writer who goes beyond and whom everyone greatly admires.
1715,es,titanic,adjective,t______,grandísima,La película trataba de una lucha grandísima entre el bien y el mal.,-2.47667905,The film was about a huge fight between good and evil.
1716,es,view,verb,v___,visualizar,Puedo visualizar toda la ciudad desde la torre.,0.791120687,I can see the entire city from the tower.
1717,es,cutting,noun,c______,recorte,Le voy a enseñar este recorte del periódico sobre las fiestas del pueblo.,-1.730328169,I'm going to show you this newspaper clipping about the town festivals.
1718,es,knife,noun,k____,cuchillo,Usé un cuchillo especial para cortar la carne.,2.069646213,I used a special knife to cut the meat.
1719,es,weaken,verb,w_____,debilitar,El sufrimiento puede debilitar el sistema inmune.,-0.37805369,Suffering can weaken the immune system.
1720,es,regain,verb,r_____,recuperar,El aristócrata quiso recuperar su fortuna pero no fue posible.,-2.597951243,The aristocrat wanted to recover his fortune but it was not possible.
1721,es,desire,noun,d_____,ganas,Tiene unas ganas tremendas de alistar en el ejército.,-0.528237293,He has a tremendous desire to join the army.
1722,es,zoologist,noun,z________,zoólogo,David es un experto zoólogo y hace investigación del comportamiento animal.,1.510370737,David is an expert zoologist and does animal behavior research.
1723,es,rifle,noun,r____,escopeta,Cogió su escopeta y se fue a cazar.,0.637100044,He took his shotgun and went hunting.
1724,es,pleasant,adjective,p_______,agradable,Pasamos una tarde muy agradable juntos.,0.049851104,We spent a very pleasant afternoon together.
1725,es,native,noun,n_____,indígena,"En Panamá la mujer indígena es muy virtuosa, confecciona telas con motivos naturales de muchos colores.",1.980316329,"In Panama the indigenous woman is very virtuous, she makes fabrics with natural motifs of many colors."
1726,es,screen,noun,s_____,pantalla,Tenemos una nueva televisión con una pantalla grandísima.,1.181575282,We have a new television with a very large screen.
1727,es,severe,adjective,s_____,muy grave,"Como no tenía ningún síntoma muy grave, no fui al hospital.",-1.167664959,"Since I didn't have any very serious symptoms, I didn't go to the hospital."
1728,es,faithless,adjective,f________,desleal,Me has engañado así que eres un amigo desleal.,-1.969359689,You have deceived me so you are a disloyal friend.
1729,es,recalculate,verb,r__________,volver a computar,Vamos a volver a computar el balance de las operaciones de este mes.,-2.146877816,We are going to recompute the balance of this month's operations.
1730,es,campaign,noun,c_______,campaña,Hicieron una campaña que surtió un efecto político inesperado.,0.187616424,They ran a campaign that had an unexpected political effect.
1731,es,nephew,noun,n_____,sobrino,"Mi sobrino se parece mucho a su madre, mi hermana.",1.01303183,"My nephew looks a lot like his mother, my sister."
1732,es,suppose,verb,s______,figurar,Conseguir una visa no es tan fácil como te podrías figurar.,-1.339916018,Getting a visa is not as easy as you might think.
1733,es,pace,verb,p___,caminar de un lado a otro,El día que nació su hija Tomás no paraba de caminar de un lado a otro en la sal de espera del hospital,-2.235955459,"The day his daughter Tomás was born, he couldn't stop pacing back and forth in the hospital waiting room."
1734,es,wealthy,adjective,w______,rica,La familia rica vive en una lujosa mansión.,-0.029651871,The rich family lives in a luxurious mansion.
1735,es,diameter,noun,d_______,diámetro,Es necesario medir el diámetro del balon para saber si sirve para elexperimento,-0.058564551,It is necessary to measure the diameter of the balloon to know if it is suitable for the experiment.
1736,es,estimated,adjective,e________,aproximado,El cuadro tiene un valor aproximado de un millón de euros.,-0.481213927,The painting has an approximate value of one million euros.
1737,es,player,noun,p_____,jugador,Es jugador de golf profesional desde hace veinte años.,3.083565732,He has been a professional golf player for twenty years.
1738,es,freestyle,noun,f________,estilo libre,Participó en la carrera de estilo libre en la competición de natación la semana pasada.,1.662641135,He participated in the freestyle race at the swim meet last week.
1739,es,model,noun,m____,maqueta,Estoy trabajando sobre la maqueta de la casa nueva.,-0.867864255,I'm working on the model of the new house.
1740,es,scenario,noun,s_______,panorama,El panorama más probable va a ser que terminen casándose.,-1.911539515,The most likely scenario will be that they end up getting married.
1741,es,finance,verb,f______,costear,Sus abuelos van a costear sus estudios.,-0.176584218,His grandparents are going to pay for his studies.
1742,es,visit,noun,v____,estancia,A los niños les encantó la estancia a su casa de su primo ayer.,-0.128560885,The children loved their stay at their cousin's house yesterday.
1743,es,mad,adjective,m__,loco,Se ha vuelto un poco loco con este nuevo proyecto.,1.966867315,He's gone a little crazy with this new project.
1744,es,unimaginable,adjective,u___________,inimaginable,Este resultado hubiera sido inimaginable el año pasado.,0.616365183,This result would have been unimaginable last year.
1745,es,ease,noun,e___,facilidad,Mi prima toca el piano con una facilidad increíble.,-1.483853065,My cousin plays the piano with incredible ease.
1746,es,insert,verb,i_____,introducir,Hay que introducir la llave en la cerradura.,-0.544743814,You have to insert the key into the lock.
1747,es,tape,noun,t___,cinta,La entrevista se grabó en una cinta.,1.471427504,The interview was recorded on tape.
1748,es,restore,verb,r______,restablecer,Tomaron medidas para intentar restablecer la confianza del público en la economía.,-1.052989937,They took steps to try to restore public confidence in the economy.
