item_id,L1,en_target_word,en_target_pos,en_target_clue,L1_source_word,L1_context,GLMM_score,en_context
1202,de,soap,noun,s___,Seife,Selbst gemachte Seife ist ein besonders beliebtes Weihnachtsgeschenk.,2.185978283,Homemade soap is a particularly popular Christmas gift.
1203,de,speculation,noun,s__________,Spekulation,Man muss dieser Spekulation einen Riegel vorschieben.,0.915020327,We have to put a stop to this speculation.
1204,de,refresh,verb,r______,erfrischen,Gerade an heißen Sommertagen sollte man sich regelmäßig mit kühlen Getränken erfrischen.,1.574912814,"Especially on hot summer days, you should regularly refresh yourself with cool drinks."
1205,de,necessarily,adverb,n__________,zwangsläufig,"Das führt zwangsläufig dazu, dass die Menschen weniger Geld in ihrem Portemonnaie haben werden.",-1.696394022,This inevitably means that people will have less money in their wallets.
1206,de,chunk,noun,c____,"Brocken, großes Stück",Der Hund fraß einen großen Brocken Fleisch.,-2.077071782,The dog ate a large chunk of meat.
1207,de,troubled,adjective,t_______,besorgt,"Er sah ihr besorgtes Gesicht und versuchte, sie zu trösten.",-2.896083079,He saw her worried face and tried to comfort her.
1208,de,supermodel,noun,s_________,Supermodel,Die junge Frau aus Argentinien ist ein Supermodel.,1.984338946,The young woman from Argentina is a supermodel.
1209,de,ordinary,adjective,o_______,"gewöhnlich, normal",Die Familie lebt in einem gewöhnlichem Haus am Ende der Straße.,0.045681666,The family lives in an ordinary house at the end of the street.
1210,de,heel,noun,h___,Ferse,Ich habe mir beim Joggen die Ferse verletzt.,-1.099903506,I injured my heel while jogging.
1211,de,waiter,noun,w_____,Kellner,Der Kellner brachte uns die Rechnung an den Tisch.,0.86141178,The waiter brought the bill to our table.
1212,de,minus,preposition,m____,minus,Zehn minus drei macht sieben.,2.411980858,Ten minus three makes seven.
1213,de,subtitle,noun,s_______,Untertitel,Manche Filme sehe ich lieber im Original mit deutschem Untertitel.,0.708658346,I prefer to watch some films in the original with German subtitles.
1214,de,driven,adjective,d_____,ehrgeizig (nicht: ambitious),Er ist sehr ehrgeizig.,-3.579239607,He is very ambitious.
1215,de,seafood,noun,s______,Meeresfrüchte,Ich habe eine Allergie und kann keine Meeresfrüchte essen.,-0.106502941,I have an allergy and can't eat seafood.
1216,de,balcony,noun,b______,Balkon,Ich trinke meinen Kaffee auf dem Balkon.,1.169363251,I drink my coffee on the balcony.
1217,de,revenue,noun,r______,"Umsatz, Einnahmen",Allein in den letzten drei Wochen ist unser Umsatz erheblich gestiegen.,-2.430132172,Our sales have increased significantly in the last three weeks alone.
1218,de,nominate,verb,n_______,jdn nominieren,Das Team nominierte den neuen Kapitän.,0.549599817,The team nominated the new captain.
1219,de,listing,noun,l______,"Auflistung, Verzeichnis",An der Pinnwand hängt ein Verzeichnis mit allen Kindergärten der Stadt. ,-1.320810239,There is a directory of all the city's kindergartens on the pinboard.
1220,de,advertisement,noun,a____________,Werbung,Im Fernsehen wird viel Werbung gezeigt.,-0.294706601,There are a lot of advertisements shown on television.
1221,de,pal,noun,p__,Kumpel (nicht: mate),Ich möchte dir meine Kumpel vorstellen.,-0.390273477,I would like to introduce you to my buddies.
1222,de,dishwashing,adjective,d__________,spülmaschinen-,Diese Teller sind spülmaschinenfest.,-3.272493296,These plates are dishwasher safe.
1223,de,compile,verb,c______,"etw erstellen, etw zusammentragen",Die Liste wurde mit den aktuellsten Informationen erstellt. ,-3.455348549,The list was created with the most current information.
1224,de,total,verb,t____,sich belaufen auf,Insgesamt belaufen sich seine Schulden auf über tausend Dollar.,-2.286531514,"In total, his debts amount to over a thousand dollars."
1225,de,pixel,noun,p____,Bildpunkt,Beim Heranzoomen sieht man auch bei hochauflösenden Bildern die einzelnen Bildpunkte.,-0.476514091,"When you zoom in, you can see the individual pixels even in high-resolution images."
1226,de,sacrifice,noun,s________,"Opfer, Verzicht","Das ist ein wirklich großes Opfer, dass sie für diese Stelle auf sich nehmen muss.",-1.079437806,This is a really big sacrifice that she has to make for this position.
1227,de,circumstance,noun,c___________,Umstand,Die Umstände haben sich geändert.,-0.098988633,Circumstances have changed.
1228,de,soon,adverb,s___,bald,Bald sind Sommerferien und ihr könnt jeden Tag ins Freibad gehen.,2.503228529,Summer holidays are coming soon and you can go to the outdoor pool every day.
1229,de,league,noun,l_____,Liga,Die Fußballmannschaft spielt in der zweiten Liga. ,0.359273991,The football team plays in the second division.
1230,de,exhibitionist,noun,e____________,Exhibitionist,"Um in diesem Theaterstück eine Rolle zu bekommen, ist es von Vorteil, ein Exhibitionist zu sein. ",0.641560622,"To get a role in this play, it is an advantage to be an exhibitionist."
1231,de,alphabetical,adjective,a___________,alphabetisch,Die Sekretärin hat ein alphabetisches Register angelegt.,0.302906561,The secretary has created an alphabetical register.
1232,de,certainty,noun,c________,"Gewissheit, mit Sicherheit",Ich kann es dir noch nicht genau sagen. Ich muss mir darüber zuerst Gewissheit verschaffen.,-1.81159621,I can't tell you exactly yet. I have to be certain about this first.
1233,de,gym,noun,g__,Turnhalle,Wir spielen Vollyball in der Turnhalle.,2.204570479,We play volleyball in the gym.
1234,de,follower,noun,f_______,Anhänger,Die Sekte hat viele gläubige Anhänger.,-0.421912361,The sect has many devout followers.
1235,de,function,verb,f_______,funktionieren,Die Maschine funktioniert gut.,1.2438979,The machine works well.
1236,de,fireplace,noun,f________,Kamin,Ich lese ein Buch vor dem Kamin.,0.244857934,I read a book in front of the fireplace.
1237,de,justice,noun,j______,Gerechtigkeit,Die Organisation setzt sich für soziale Gerechtigkeit ein.,0.479783546,The organization is committed to social justice.
1238,de,blessing,noun,b_______,Segen,Der Priester hat einen Segen ausgesprochen.,-0.155312741,The priest pronounced a blessing.
1239,de,worldwide,adjective,w________,weltweit,Diese Katastrophe hat weltweite Auswirkungen.,1.998103526,This catastrophe has global implications.
1240,de,illegally,adverb,i________,illegal,Die Flüchtlinge sind illegal in das Land eingedrungen.,-0.115223277,The refugees entered the country illegally.
1241,de,live,adjective,l___,live,Das Fußballspiel wurde live im Fernsehen übertragen. ,2.300725832,The football game was broadcast live on television.
1242,de,buyer,noun,b____,Käufer,Bei Amazon bieten verschiedene Käufer ihre Ware an.,1.287280157,Various buyers offer their goods on Amazon.
1243,de,running,adjective,r______,laufend,Vom Helikopter aus konnte man Herden von laufenden Giraffen und Gazellen sehen.,2.108957115,From the helicopter you could see herds of running giraffes and gazelles.
1244,de,individualist,noun,i____________,Individualist,In diesem Projekt arbeiten zu viele Individualisten mit.,0.70929452,Too many individualists are working on this project.
1245,de,marriage,noun,m_______,Ehe,Das Paar hat eine glückliche Ehe.,1.138685268,The couple has a happy marriage.
1246,de,awake,adjective,a____,"wach, hellwach",Heute Nacht war ich für einige Stunden wach. ,1.52895182,Last night I was awake for a few hours.
1247,de,lift,noun,l___,Aufzug (nicht: elevator),Ich fahre mit dem Aufzug in den vierten Stock.,2.929967411,I take the elevator to the fourth floor.
1248,de,embarrassed,adjective,e__________,"verlegen, peinlich berührt","Als sie mich sah, war sie peinlich berührt.",-1.231161726,"When she saw me, she was embarrassed."
1249,de,guerrilla,noun,g________,Guerillakämpfer,"Guerillakämpfer beteiligen sich an Aufstandsbewegungen, die sich meist gegen die Regierung oder die Besatzung richtet.  ",-3.994445095,"Guerrilla fighters take part in insurgency movements, which are usually directed against the government or the occupation."
1250,de,gangster,noun,g_______,Verbrecher,In diesem Film geht es um Verbrecher aus New York.,0.038870077,This film is about criminals from New York.
1251,de,disapproval,noun,d__________,Missbilligung,Ich entschied mich für eine eigene Wohnung trotz der Missbilligung meiner Eltern.,-2.23022252,I decided to get my own apartment despite my parents' disapproval.
1252,de,summit,noun,s_____,Gipfeltreffen,Viele europäische SpitzenpolitikerInnen werden an diesem Gipfeltreffen teilnehmen.,-1.108072537,Many European leaders will take part in this summit.
1253,de,fruit,noun,f____,Obst,Man sollte täglich mindestens drei Portionen Obst essen.,2.607656431,You should eat at least three portions of fruit every day.
1254,de,motel,noun,m____,Motel,Nach einer langen Autofahrt übernachtet die Familie in einem Motel. ,3.445359435,"After a long drive, the family spends the night in a motel."
1255,de,freshman,noun,f_______,Studienanfänger in Amerika,Er ist ein Studienanfänger und kennt sich auf dem Campus noch nicht aus.,-0.699264164,He is a freshman and doesn't yet know his way around campus.
1256,de,sniff,verb,s____,schniefen,"Nachdem er eine Weile geweint hatte, schniefte er kurz und putzte sich die Nase.",-1.167202697,"After crying for a while, he sniffed briefly and blew his nose."
1257,de,frustrate,verb,f________,jdn frustrieren,"Es frustriert mich, dass ich mit meiner Arbeitsaufgabe noch nicht weiter bin.",0.636293801,It frustrates me that I haven't made any progress with my work yet.
1258,de,generously,adverb,g_________,großzügig,Er schnitt großzügig vom Brot ab.,-0.611002132,He cut generously from the bread.
1259,de,broker,noun,b_____,Börsenmakler,Der Börsenmakler hat heute viel Geld verdient. ,-0.603273191,The stockbroker made a lot of money today.
1260,de,cheating,noun,c_______,"Mogeln, Schummeln",Er wurde beim Mogeln ertappt.,-0.134910176,He was caught cheating.
1261,de,thread,noun,t_____,Faden,Ich brauche jetzt Nadel und Faden.,-1.272893311,I need a needle and thread now.
1262,de,circle,verb,c_____,kreisen,Das Kleinflugzeug kreist in der Luft.,0.376819128,The small plane circles in the air.
1263,de,moderation,noun,m_________,Mäßigung,Mäßigung ist der Schlüssel zu einer gesunden Ernährungsweise.,-2.251637068,Moderation is the key to a healthy diet.
1264,de,rapidly,adverb,r______,sehr schnell,Unsere Vorstädte verändern sich derzeit sehr schnell.,-0.485830352,Our suburbs are currently changing very quickly.
1265,de,skin,noun,s___,Haut,Ihre Haut war gebräunt von der Sommersonne.,1.908006084,Her skin was tanned from the summer sun.
1266,de,god,noun,g__,Gott,Glaubst du an Jesus und an Gott?,2.132481168,Do you believe in Jesus and in God?
1267,de,lay,verb,l__,legen,Ich lege das Baby jetzt ins Bett.,0.749717784,I'm putting the baby to bed now.
1268,de,crunch,noun,c_____,Knirschen,Ich liebe das Knirschen von Kartoffelchips.,-1.318213547,I love the crunch of potato chips.
1269,de,immortality,noun,i__________,Unsterblichkeit,Viele Menschen wünschen sich die Unsterblichkeit.,-1.100828747,Many people wish for immortality.
1270,de,linear,adjective,l_____,geradlinig,Die Firma zeichnet sich durch geradliniges Design aus.,-1.042305402,The company is characterized by straightforward design.
1271,de,anxious,adjective,a______,besorgt,Sein besorgter Blick beunruhigte mich.,-2.192808068,His worried look worried me.
1272,de,rebuild,verb,r______,etwas wiederaufbauen,"Das Erdbeben hat einige Schäden angerichtet, aber wir sollten die Stadt sofort wiederaufbauen.",-0.076968267,"The earthquake caused some damage, but we should rebuild the city immediately."
1273,de,unpopular,adjective,u________,unbeliebt,Die Liste der unbeliebten Politker ist lang.,-0.664492662,The list of unpopular politicians is long.
1274,de,empathy,noun,e______,Einfühlungsvermögen,Der Mann zeigt Einfühlungsvermögen während der schwierigen Zeit seiner Kinder.,-0.424808242,The man shows empathy during his children's difficult time.
1275,de,declare,verb,d______,"etw verkünden, bekanntmachen (nicht: state)",Sie verkündete die Neuigkeiten.,-1.484113154,She announced the news.
1276,de,instant,noun,i______,"Moment, Augenblick",Das ganze dauerte nur einen Augenblick.,-1.431387836,The whole thing only lasted a moment.
1277,de,similarity,noun,s_________,Ähnlichkeit,Die Ähnlichkeit zwischen den beiden Geschwistern ist wirklich verblüffend.,0.630283017,The resemblance between the two siblings is truly amazing.
1278,de,farming,noun,f______,Landwirtschaft,Auf dem Kongress wird über die Zukunft der traditionellen Landwirtschaft diskutiert.,-0.280142505,The future of traditional agriculture will be discussed at the congress.
1279,de,indian,noun,i_____,Inder,Das Restaurant wird von Indern geführt.,0.64176019,The restaurant is run by Indians.
1280,de,structured,adjective,s_________,aufgebaut,"Die Präsentation ist so aufgebaut, dass am Ende noch genug Zeit für offene Fragen sein sollte.",-1.394539253,The presentation is structured in such a way that there should be enough time for open questions at the end.
1281,de,versus,preposition,v_____,"gegen, gegenüber",Die traditionelle Opposition von Geisteswissenschaften gegen Naturwissenschaften kann somit überwunden werden.,0.32722592,The traditional opposition of the humanities to the natural sciences can thus be overcome.
1282,de,unfamiliar,adjective,u_________,"unvertraut, unbekannt",Er fühlte sich in der unvertrauten Umgebung etwas unwohl.,-2.387694956,He felt a little uncomfortable in the unfamiliar surroundings.
1283,de,meatball,noun,m_______,Hackfleischbällchen,Es gibt Spaghetti mit Hackfleischbällchen.,0.836362602,There is spaghetti with minced meatballs.
1284,de,stimulation,noun,s__________,Förderung,Die Förderung der Kreativität ist in jedem Alter wichtig.,-3.212572884,Encouraging creativity is important at every age.
1285,de,stay,verb,s___,bleiben,"Wenn ihr den Zug noch erreichen wollt, könnt ihr nicht mehr länger bleiben.",1.468217114,"If you still want to catch the train, you can't stay any longer."
1286,de,must,verb,m___,müssen,Du musst müde sein. Du warst den ganzen Tag mit dem Fahrrad unterwegs.,3.324985407,You must be tired. You've been riding your bike all day.
1287,de,activist,noun,a_______,Aktivist,"Er ist ein Aktivist, der sich auch für Greenpeace engagiert.",1.740414294,He is an activist who is also involved with Greenpeace.
1288,de,alcoholic,noun,a________,"Alkoholiker, Trinker",Der Alkoholiker trinkt täglich mehrere Flaschen Wein.,1.128069949,The alcoholic drinks several bottles of wine every day.
1289,de,brush,verb,b____,"putzen, bürsten (nicht: sweep)",Man muss die Zähne zweimal täglich putzen.,1.946078603,You have to brush your teeth twice a day.
1290,de,passage,noun,p______,"Gang, Flur",Anna wartet im Flur auf dich.,-3.242983265,Anna is waiting for you in the hallway.
1291,de,teammate,noun,t_______,Mitspieler,Die neue Mitspielerin trug viel zum Erfolg der Mannschaft bei.,-1.463226161,The new teammate contributed a lot to the team's success.
1292,de,yellow,adjective,y_____,gelb,Sie trug einen gelben Mantel.,2.35810535,She was wearing a yellow coat.
1293,de,planner,noun,p______,Planer / Planerin,"Um gewisse Stadtteile wiederzubeleben, braucht es Planer, die sich der Stadtentwicklung annehmen können.",0.336124241,"In order to revitalize certain parts of the city, planners are needed who can take on urban development."
1294,de,hear,verb,h___,(hin)hören,"Sie hörte ganz genau hin und konnte trotzdem nicht verstehen, was hinter der Tür geredet wurde. ",1.656481796,She listened very carefully and still couldn't understand what was being said behind the door.
1295,de,definitely,adverb,d_________,"sicher, bestimmt (nicht: surely)",Dieses Musikalbum wird sich bestimmt gut verkaufen.,-1.243174544,This music album will definitely sell well.
1296,de,result,noun,r_____,Ergebnis,Wir sind mit dem Ergebnis heute sehr zufrieden.,1.045603799,We are very happy with the result today.
1297,de,cage,noun,c___,Käfig,Der Wellensittich sitzt im Käfig.,0.859086211,The budgie sits in the cage.
1298,de,soldier,noun,s______,Soldat / Soldatin,Nach dem Einsatz konnte der Soldat wieder nach Hause zurückkehren.,1.186617087,"After the deployment, the soldier was able to return home."
1299,de,square,adjective,s_____,quadratisch,Beim Origami arbeitet man meistens mit bunten quadratischen Papierblättern.,1.290357718,When doing origami you usually work with colorful square sheets of paper.
1300,de,mere,adjective,m___,nur,Ich möchte nur ein Detail am Rande erwähnen.,-1.300062259,I would just like to mention one detail in passing.
1301,de,giant,noun,g____,Riese,Sie träumte von Riesen und anderen Fabelwesen.,0.81130606,She dreamed of giants and other mythical creatures.
1302,de,mushroom,noun,m_______,Pilz,Pilze wachsen im Wald.,0.858290347,Mushrooms grow in the forest.
1303,de,threatening,adjective,t__________,bedrohlich,Bei Tageslicht wirkte das Zimmer nicht mehr allzu bedrohlich.,-1.434114849,In daylight the room no longer seemed all that threatening.
1304,de,kid,noun,k__,Kind (nicht: child),Die Kinder spielen draußen im Garten.,3.150453509,The children are playing outside in the garden.
1305,de,genesis,noun,g______,"Ursprung, Entstehung",Die Schüler arbeiten an einem Projekt über die Entstehung der Erde.,-2.000877741,The students are working on a project about the formation of the earth.
1306,de,talking,adjective,t______,sprechend,Er hatte einen sprechenden Vogel als Haustier.,1.458239606,He had a pet talking bird.
1307,de,contrast,noun,c_______,Gegensatz,"Im Gegensatz zu ihrer Schwester, spricht sie schon sehr gut Englisch.",-2.53127216,"In contrast to her sister, she speaks English very well."
1308,de,troll,noun,t____,Troll,Der Troll entstammt der skandinavischen Märchenwelt.,2.233521907,The troll comes from the Scandinavian fairy tale world.
1309,de,snow,noun,s___,Schnee,In diesem Winter ist besonders wenig Schnee gefallen.,2.269252971,There has been particularly little snow this winter.
1310,de,softly,adverb,s_____,sanft,Er flüsterte ihr etwas sanft ins Ohr.,-0.45720825,He whispered something softly in her ear.
1311,de,threaten,verb,t_______,bedrohen,Trockenheit und Dürre bedrohen die Ernte in diesem Jahr. ,-0.619358856,Dryness and drought are threatening this year's harvest.
1312,de,breaker,noun,b______,"Brecher, Flutwelle","Die Surfer haben sich sehr gefreut, als sie die großen Wellen und Brecher gesehen haben.",-0.864118385,The surfers were very happy when they saw the big waves and breakers.
1313,de,engage,verb,e_____,"(jmdn in eine Debatte) verwickeln, engagieren",Der Lehrer hat die Kinder in eine Debatte über Computerspiele verwickelt.,-0.50912796,The teacher engaged the children in a debate about computer games.
1314,de,badly,adverb,b____,schlecht,Das Kind hat sich schlecht verhalten und muss deshalb zu Hause bleiben.,0.325548301,The child has behaved badly and therefore has to stay at home.
1315,de,burn,noun,b___,"Verbrennung, Brandwunde",Sie leidet an einer Verbrennung zweiten Grades.,3.059346049,She suffers from a second degree burn.
1316,de,myself,misc,m_____,selbst,Den Baum habe ich selbst gepflanzt.,1.44283553,I planted the tree myself.
1317,de,mostly,adverb,m_____,meistens,Am Wochenende esse ich meistens Pizza.,1.190062528,I usually eat pizza on the weekend.
1318,de,vitamin,noun,v______,Vitamin,Früher herrschte auf Seereisen ein Mangel an Vitamin C.,2.142480379,There used to be a lack of vitamin C on sea voyages.
1319,de,prescribe,verb,p________,verschreiben,Die Ärztin verschrieb ihm ein besonders starkes Schmerzmittel.,-1.064708388,The doctor prescribed a particularly strong painkiller.
1320,de,load,noun,l___,Ladung,Der LKW hatte eine schwere Ladung.,0.659710534,The truck had a heavy load.
1321,de,various,adjective,v______,verschieden,"Es gibt verschiedene Möglichkeiten, an dieses Problem heranzugehen.",-0.017592997,There are different ways to approach this problem.
1322,de,measurement,noun,m__________,Messung,"Die Messung hat ergeben, dass die Strahlenbelastung zu hoch ist.",-0.678193,The measurement showed that the radiation exposure was too high.
1323,de,electron,noun,e_______,Elektron,Ein Wasserstoffatom besteht nur aus einem Proton und einem Elektron.,2.290526273,A hydrogen atom consists of only one proton and one electron.
1324,de,rap,noun,r__,Klopfen,Plötzlich hörten wir ein lautes Klopfen an der Tür.,-2.343703549,Suddenly we heard a loud knock on the door.
1325,de,outdoors,adverb,o_______,draußen,Die Kinder spielen draußen.,-2.228395917,The children are playing outside.
1326,de,ago,adverb,a__,vor,Kevin hat vor ein paar Minuten angerufen.,0.526485684,Kevin called a few minutes ago.
1327,de,transplant,noun,t_________,Verpflanzung,Für die Verpflanzung fehlt nur noch eine Spenderniere.,-0.781348873,All that is missing for the transplant is a donor kidney.
1328,de,aloud,adverb,a____,laut,Sie las den Text laut vor.,0.695049013,She read the text out loud.
1329,de,biker,noun,b____,Motorradfahrer,Er ist ein leidenschaftlicher Motorradfahrer.,2.191170487,He is a passionate motorcyclist.
1330,de,schedule,noun,s_______,Zeitplan,Wie sieht unser Zeitplan für heute aus?,-0.050335114,What is our schedule for today?
1331,de,epic,adjective,e___,episch,"Der Legende nach begab sich Odysseus auf eine epische Reise, die zehn Jahre dauerte. ",2.908701644,"According to legend, Odysseus embarked on an epic journey that lasted ten years."
1332,de,gardener,noun,g_______,Gärtner,Die Gärtnerin pflegt die Blumen im Garten.,1.516219266,The gardener takes care of the flowers in the garden.
1333,de,treat,verb,t____,behandeln,"Wenn Sie das Gerät gut behandeln, wird es Ihnen viel Freude machen.",0.608074819,"If you treat the device well, you will enjoy it a lot."
1334,de,infect,verb,i_____,anstecken,Viele Menschen wurden angesteckt. Die Krankheit breitet sich immer mehr aus.,0.114599065,Many people were infected. The disease is spreading more and more.
1335,de,workout,noun,w______,Training,Ich absolviere jeden Tag etwa eine Stunde Training.,-0.077975359,I do about an hour of training every day.
1336,de,equivalent,noun,e_________,Entsprechung,Dieser englische Begriff hat keine Entsprechung im Japanischen.,-1.822834282,This English term has no equivalent in Japanese.
1337,de,before,adverb,b_____,zuvor,Ich habe ihn erst einmal zuvor gesehen.,2.024303166,I've only seen him once before.
1338,de,fool,verb,f___,"jdn täuschen, zum Narren halten","Ich bin vorsichtig, ich werde mich von niemandem täuschen lassen.",-1.142578601,"I am careful, I will not let anyone deceive me."
1339,de,recession,noun,r________,Abschwung,Nicht alle Bereiche waren vom wirtschaftlichen Abschwung kurz nach dem Millenium betroffen.,-2.325934041,Not all areas were affected by the economic downturn shortly after the millennium.
1340,de,give,verb,g___,jdm etw geben,Gib mir bitte das Buch.,3.464931804,Please give me the book.
1341,de,lawsuit,noun,l______,Klage,Ein bekannter Promi hat Klage eingereicht.,-1.907811186,A well-known celebrity has filed a lawsuit.
1342,de,restrict,verb,r_______,beschränken,Aus Sicherheitsgründen beschränkt unsere Firma den Zugang zum Internet.,-0.432124148,"For security reasons, our company restricts access to the Internet."
1343,de,burning,adjective,b______,brennend,Das brennende Auto wird völlig zerstört sein.,2.70705669,The burning car will be completely destroyed.
1344,de,object,verb,o_____,Einwände haben (nicht: oppose),"Ich fahre dann fort, wenn keiner Einwände hat.",-2.066036715,I'll continue if no one objects.
1345,de,swim,verb,s___,schwimmen,Kann Ihr Sohn schon schwimmen?,3.077353715,Can your son swim yet?
1346,de,dynamically,adverb,d__________,dynamisch,Der Sportler bewegt sich dynamisch.,-0.016526469,The athlete moves dynamically.
1347,de,three,number,t____,drei,Jetzt sind nur noch drei Stück Kuchen übrig.,2.942654718,Now there are only three pieces of cake left.
1348,de,invade,verb,i_____,einmarschieren,Die Armee marschierte in das Land ein.,-1.009907427,The army invaded the country.
1349,de,agree,verb,a____,zustimmen,Wir stimmen Ihnen zu.,0.988617639,We agree with you.
1350,de,part,adverb,p___,"teils, teilweise","Das Sofa besteht teils aus Holz, teils aus Metall.",1.350234745,The sofa is partly made of wood and partly metal.
1351,de,examiner,noun,e_______,Prüfer,Die Prüferin stellt eine weitere Frage an den Testkandidaten.,-0.739619581,The examiner asks the test candidate another question.
1352,de,snowfall,noun,s_______,Schneefall,Wegen Schneefall und Nebel musste der Start des Flugzeugs nach Wien verschoben werden.,1.599921424,"Due to snowfall and fog, the plane's takeoff to Vienna had to be postponed."
1353,de,divide,verb,d_____,etw teilen,Teile die Portion Nudeln auf zwei Teller auf.,-0.446849322,Divide the portion of pasta between two plates.
1354,de,lightness,noun,l________,Leichtigkeit,Ein guter Pfannkuchen zeichnet sich durch seinen Geschmack und Leichtigkeit aus. ,-0.396015492,A good pancake is characterized by its taste and lightness.
1355,de,principal,noun,p________,Direktor,Nach dem Streich mussten die Schülerinnen ins Büro des Direktors.,-1.237948719,"After the prank, the students had to go to the principal's office."
1356,de,date,verb,d___,etw datieren,Der Brief wurde auf den 5. August datiert.,2.206196128,The letter was dated August 5th.
1357,de,bomb,verb,b___,bombardieren,Die Stadt wurde die ganze Nacht bombardiert.,2.380682373,The city was bombarded all night long.
1358,de,warm,adjective,w___,warm,Hier drinnen ist es schön warm.,3.213449457,It's nice and warm in here.
1359,de,eastern,adjective,e______,östlich,Das Ziel liegt östlich.,0.177381696,The destination is to the east.
1360,de,clothing,noun,c_______,Kleidung,Ich verkaufe Kleidung im Internet.,-0.04029071,I sell clothes online.
1361,de,none,misc,n___,keiner,Keiner der beiden wollte den Müll rausbringen.,1.535490441,Neither of them wanted to take out the trash.
1362,de,narrative,noun,n________,"Erzählung (nicht endend in ""-tion"")",Diese historische Erzählung beschreibt das Leben der Menschen im Mittelalter.,-1.750360319,This historical story describes the lives of people in the Middle Ages.
1363,de,twitter,noun,t______,Gezwitscher,Das Gezwitscher der Spatzen weckte ihn auf.,-0.33271616,The chirping of sparrows woke him up.
1364,de,instrumentally,adverb,i_____________,instrumentell,Der Vorfall muss instrumentell untersucht werden.,-0.848477077,The incident must be investigated instrumentally.
1365,de,numerous,adjective,n_______,zahlreich,Die Frau wurde bei zahlreichen Gelegenheiten in dieser Gegend gesehen.,0.008395095,The woman has been seen in the area on numerous occasions.
1366,de,syndrome,noun,s_______,Krankheitsbild,Dieses Krankheitsbild ist typisch für Frauen ab 60.,-5.262771342,This clinical picture is typical for women over 60.
1367,de,wait,verb,w___,warten,Willst du nicht lieber auf deine Freunde warten?,2.342031479,Wouldn't you rather wait for your friends?
1368,de,correcting,adjective,c_________,korrigierend,Der korrigierende Lehrer saß an seinem Schreibtisch.,-0.312531571,The correcting teacher sat at his desk.
1369,de,delta,noun,d____,Delta,Im Laufe seiner Geschichte hat sich die Gestalt des Mississippi-Deltas drastisch verändert.,2.398606018,"Over the course of its history, the shape of the Mississippi Delta has changed drastically."
1370,de,outline,noun,o______,Überblick,Er gab mir einen kurzen Überblick über das Projekt.,-3.434511981,He gave me a brief overview of the project.
1371,de,stylist,noun,s______,Stylist / Stylistin,"Er zog nach Paris, wo er zu einem der gefragtesten Stylisten wurde.",2.390075583,"He moved to Paris, where he became one of the most sought-after stylists."
1372,de,inspire,verb,i______,jdn/etw inspirieren,Ihre Arbeit hat mich inspiriert.,1.693119291,Your work inspired me.
1373,de,composition,noun,c__________,"Gestaltung, Zusammenstellung, Zusammensetzung",Die chemische Zusammensetzung der Substanz ist revolutionär.,-1.824018383,The chemical composition of the substance is revolutionary.
1374,de,cord,noun,c___,Schnur,Die Schachtel wird mit einer Schnur zusammengebunden.,-0.500120044,The box is tied together with a string.
1375,de,attain,verb,a_____,etw erreichen (nicht: achieve),Nicht alle erreichen diesen hohen Standard.,-2.98127859,Not everyone achieves this high standard.
1376,de,modesty,noun,m______,Bescheidenheit,Seine Bescheidenheit ist nicht gespielt.,-1.307898542,His modesty is not fake.
1377,de,crossroads,noun,c_________,Kreuzung,Biegen Sie an der Kreuzung rechts ab.,-1.520040706,Turn right at the intersection.
1378,de,conduct,noun,c______,"Benehmen, Verhalten",Sein Benehmen war bewundernswert.,-2.231194169,His behavior was admirable.
1379,de,priority,noun,p_______,Vorrang,Die Familie hat bei mir immer obersten Vorrang.,0.276658902,Family is always my top priority.
1380,de,spiritual,adjective,s________,geistig,Uns ist sowohl das physische als auch das geistige Wohl unserer Besucher ein Anliegen.,-1.085148016,We care about both the physical and mental well-being of our visitors.
1381,de,magical,adjective,m______,Zauber-,"Ich bin mir sicher, dass die Frau keine Zauberkräfte besitzt.",0.255198272,I'm sure the woman doesn't have magical powers.
1382,de,nazi,adjective,n___,nationalsozialistisch,"Das nationalsozialistische Regime war ein dunkles Kapitel der deutschen Geschichte und es ist wichtig, dass immer wieder daran erinnert wird. ",0.444742466,The National Socialist regime was a dark chapter in German history and it is important that it is remembered again and again.
1383,de,hurricane,noun,h________,Orkan,Die Stadt wird höchstwahrscheinlich von einem Orkan heimgesucht. ,0.619633683,The city will most likely be hit by a hurricane.
1384,de,ridiculous,adjective,r_________,lächerlich,"Der erste Vorschlag war so lächerlich, dass wir ihn gar nicht länger besprechen mussten.",-0.870053594,The first suggestion was so ridiculous that we didn't even need to discuss it any longer.
1385,de,homemade,adjective,h_______,hausgemacht,Sie verkauft hausgemachte Kekse auf dem Markt.,0.987482531,She sells homemade cookies at the market.
1386,de,table,noun,t____,Tisch,Sie saßen am runden Tisch im Konferenzraum.,3.012871266,They sat at the round table in the conference room.
1387,de,unarmed,adjective,u______,unbewaffnet,Sie betrat das Lager ohne Begleitung und unbewaffnet.,0.177815288,She entered the camp unaccompanied and unarmed.
1388,de,question,verb,q_______,"befragen, hinterfragen",Die Polizei befragt gerade die beiden Verdächtigen.,1.448249773,The police are currently questioning the two suspects.
1389,de,karma,noun,k____,Karma,Laut dem Prinzip des Karmas hat jede Handlung auch eine Folge.,2.261530439,"According to the principle of karma, every action has a consequence."
